user_propose,sample_idx,Whether_to_Accept,Your_Proposal_if_Reject
5,24,False,40
5,25,False,40
5,26,False,40
5,27,False,60
5,28,False,30
5,29,False,40
5,30,False,40
5,31,False,40
5,32,False,40
5,33,False,60
5,34,False,40
5,35,False,40
5,36,False,30
5,37,False,40
5,38,False,60
5,39,False,40
5,40,False,40
5,41,False,40
5,42,False,40
5,43,False,40
5,44,False,40
5,45,False,40
5,46,False,40
5,47,False,40
5,48,False,40
5,49,False,40
5,50,False,65
5,51,False,40
5,52,False,40
5,53,False,40
5,54,False,40
5,55,False,40
5,56,False,20
5,57,False,40
5,58,False,40
5,59,False,40
5,60,False,60
5,61,False,40
5,62,False,40
5,63,False,40
5,64,False,40
5,65,False,40
5,66,False,40
5,67,False,40
5,68,False,30
5,69,False,65
5,70,False,40
5,71,False,40
5,72,False,40
5,73,False,40
5,74,False,40
5,75,False,40
5,76,False,40
5,77,False,40
5,78,False,40
5,79,False,40
5,80,False,40
5,81,False,40
5,82,False,40
5,83,False,35
5,84,False,40
5,85,False,40
5,86,False,60
5,87,False,40
5,88,False,40
5,89,False,40
5,90,False,40
5,91,False,40
5,92,False,30
5,93,False,40
5,94,False,40
5,95,False,40
5,96,False,40
5,97,False,40
5,98,False,60
5,99,False,40
5,100,False,40
6,0,False,40
6,1,False,70
6,2,False,40
6,3,False,40
6,4,False,40
6,5,False,40
6,6,False,40
6,7,False,40
6,8,False,40
6,9,False,40
6,10,False,40
6,11,False,40
6,12,False,40
6,13,False,20
6,14,False,20
6,15,False,60
6,16,False,36
6,17,False,40
6,18,False,40
6,19,False,40
6,20,False,40
6,21,False,40
6,22,False,40
6,23,False,40
6,24,False,40
6,25,False,40
6,26,False,40
6,27,False,40
6,28,False,40
6,29,False,40
6,30,False,30
6,31,False,40
6,32,False,40
6,33,False,60
6,34,False,40
6,35,False,60
6,36,False,25
6,37,False,40
6,38,False,60
6,39,False,40
6,40,False,36
6,41,False,40
6,42,False,40
6,43,False,60
6,44,False,40
6,45,False,40
6,46,False,40
6,47,False,40
6,48,False,40
6,49,False,30
6,50,False,40
6,51,False,40
6,52,False,40
6,53,False,40
6,54,False,36
6,55,False,40
6,56,False,40
6,57,False,40
6,58,False,60
6,59,False,35
6,60,False,40
6,61,False,40
6,62,False,40
6,63,False,36
6,64,False,60
6,65,False,40
6,66,False,40
6,67,False,30
6,68,False,40
6,69,False,30
6,70,False,40
6,71,False,40
6,72,False,36
6,73,False,44
6,74,False,40
6,75,False,40
6,76,False,40
6,77,False,40
6,78,False,40
6,79,False,38
6,80,False,40
6,81,False,40
6,82,False,20
6,83,False,40
6,84,False,20
6,85,False,40
6,86,False,40
6,87,False,24
6,88,False,40
6,89,False,40
6,90,False,82
6,91,False,40
6,92,False,40
6,93,False,30
6,94,False,40
6,95,False,40
6,96,False,40
6,97,False,36
6,98,False,40
6,99,False,40
6,100,False,40
7,0,False,40
7,1,False,20
7,2,False,40
7,3,False,60
7,4,False,60
7,5,False,60
7,6,False,40
7,7,False,40
7,8,False,40
7,9,False,60
7,10,False,40
7,11,False,40
7,12,False,40
7,13,False,28
7,14,False,16
7,15,False,40
7,16,False,40
7,17,False,40
7,18,False,40
7,19,False,40
7,20,False,40
7,21,False,40
7,22,False,40
7,23,False,40
7,24,False,40
7,25,False,60
7,26,False,40
7,27,False,40
7,28,False,40
7,29,False,40
7,30,False,40
7,31,False,60
7,32,False,40
7,33,False,40
7,34,False,60
7,35,False,60
7,36,False,40
7,37,False,40
7,38,False,38
7,39,False,40
7,40,False,40
7,41,False,40
7,42,False,40
7,43,False,40
7,44,False,36
7,45,False,40
7,46,False,40
7,47,False,40
7,48,False,40
7,49,False,60
7,50,False,40
7,51,False,40
7,52,False,60
7,53,False,40
7,54,False,40
7,55,False,40
7,56,False,32
7,57,False,40
7,58,False,40
7,59,False,40
7,60,False,40
7,61,False,40
7,62,False,40
7,63,False,60
7,64,False,40
7,65,False,40
7,66,False,40
7,67,False,40
7,68,False,60
7,69,False,60
7,70,False,40
7,71,False,40
7,72,False,40
7,73,False,40
7,74,False,40
7,75,False,40
7,76,False,40
7,77,False,40
7,78,False,40
7,79,False,40
7,80,False,40
7,81,False,40
7,82,False,40
7,83,False,40
7,84,False,60
7,85,False,36
7,86,False,36
7,87,False,40
7,88,False,40
7,89,False,40
7,90,False,40
7,91,False,40
7,92,False,40
7,93,False,40
7,94,False,40
7,95,False,40
7,96,False,40
7,97,False,40
7,98,False,40
7,99,False,20
7,100,False,40
8,0,False,36
8,1,False,40
8,2,False,40
8,3,False,40
8,4,False,40
8,5,False,30
8,6,False,40
8,7,False,36
8,8,False,60
8,9,False,40
8,10,False,60
8,11,False,36
8,12,False,36
8,13,False,40
8,14,False,30
8,15,False,60
8,16,False,40
8,17,False,40
8,18,False,40
8,19,False,40
8,20,False,40
8,21,False,40
8,22,False,40
8,23,False,40
8,24,False,40
8,25,False,40
8,26,False,40
8,27,False,40
8,28,False,40
8,29,False,40
8,30,False,60
8,31,False,60
8,32,False,20
8,33,False,40
8,34,False,40
8,35,False,40
8,36,False,30
8,37,False,40
8,38,False,38
8,39,False,40
8,40,False,40
8,41,False,40
8,42,False,40
8,43,False,32
8,44,False,64
8,45,False,40
8,46,False,30
8,47,False,40
8,48,False,40
8,49,False,40
8,50,False,40
8,51,False,40
8,52,False,38
8,53,False,40
8,54,False,40
8,55,False,40
8,56,False,40
8,57,False,40
8,58,False,40
8,59,False,40
8,60,False,60
8,61,False,40
8,62,False,40
8,63,False,40
8,64,False,40
8,65,False,50
8,66,False,40
8,67,False,40
8,68,False,40
8,69,False,30
8,70,False,40
8,71,False,40
8,72,False,60
8,73,False,35
8,74,False,40
8,75,False,40
8,76,False,40
8,77,False,40
8,78,False,20
8,79,False,40
8,80,False,40
8,81,False,30
8,82,False,60
8,83,False,60
8,84,False,40
8,85,False,40
8,86,False,40
8,87,False,40
8,88,False,40
8,89,False,40
8,90,False,40
8,91,False,40
8,92,False,36
8,93,False,40
8,94,False,40
8,95,False,36
8,96,False,60
8,97,False,40
8,98,False,20
8,99,False,40
8,100,False,40
9,0,False,40
9,1,False,60
9,2,False,40
9,3,False,40
9,4,False,40
9,5,False,60
9,6,False,36
9,7,False,36
9,8,False,36
9,9,False,40
9,10,False,40
9,11,False,40
9,12,False,40
9,13,False,40
9,14,False,40
9,15,False,60
9,16,False,40
9,17,False,60
9,18,False,40
9,19,False,40
9,20,False,40
9,21,False,40
9,22,False,40
9,23,False,36
9,24,False,40
9,25,False,40
9,26,False,40
9,27,False,40
9,28,False,60
9,29,False,36
9,30,False,40
9,31,False,40
9,32,False,40
9,33,False,40
9,34,False,40
9,35,False,60
9,36,False,40
9,37,False,40
9,38,False,60
9,39,False,40
9,40,False,40
9,41,False,40
9,42,False,40
9,43,False,40
9,44,False,60
9,45,False,40
9,46,False,36
9,47,False,60
9,48,False,40
9,49,False,39
9,50,False,36
9,51,False,40
9,52,False,40
9,53,False,60
9,54,False,40
9,55,False,40
9,56,False,40
9,57,False,36
9,58,False,36
9,59,False,40
9,60,False,40
9,61,False,40
9,62,False,40
9,63,False,60
9,64,False,40
9,65,False,40
9,66,False,40
9,67,False,32
9,68,False,40
9,69,False,40
9,70,False,30
9,71,False,40
9,72,False,40
9,73,False,30
9,74,False,40
9,75,False,40
9,76,False,60
9,77,False,36
9,78,False,40
9,79,False,40
9,80,False,40
9,81,False,36
9,82,False,36
9,83,False,30
9,84,False,40
9,85,False,40
9,86,False,40
9,87,False,40
9,88,False,40
9,89,False,36
9,90,False,40
9,91,False,40
9,92,False,40
9,93,False,40
9,94,False,40
9,95,False,40
9,96,False,40
9,97,False,36
9,98,False,40
9,99,False,40
9,100,False,36
10,0,False,60
10,1,False,40
10,2,False,36
10,3,False,40
10,4,False,40
10,5,False,40
10,6,False,40
10,7,False,40
10,8,False,95
10,9,False,40
10,10,False,40
10,11,False,40
10,12,False,40
10,13,False,40
10,14,False,40
10,15,False,40
10,16,False,40
10,17,False,40
10,18,False,40
10,19,False,36
10,20,False,40
10,21,False,40
10,22,False,40
10,23,False,40
10,24,False,40
10,25,False,40
10,26,False,40
10,27,False,40
10,28,False,40
10,29,False,40
10,30,False,40
10,31,False,30
10,32,False,40
10,33,False,40
10,34,False,40
10,35,False,40
10,36,False,36
10,37,False,36
10,38,False,40
10,39,False,60
10,40,False,40
10,41,False,40
10,42,False,40
10,43,False,40
10,44,False,30
10,45,False,40
10,46,False,40
10,47,False,40
10,48,False,40
10,49,False,40
10,50,False,60
10,51,False,40
10,52,False,30
10,53,False,40
10,54,False,40
10,55,False,40
10,56,False,40
10,57,False,36
10,58,False,40
10,59,False,40
10,60,False,60
10,61,False,40
10,62,False,40
10,63,False,40
10,64,False,40
10,65,False,40
10,66,False,36
10,67,False,40
10,68,False,61
10,69,False,60
10,70,False,40
10,71,False,40
10,72,False,40
10,73,False,20
10,74,False,40
10,75,False,36
10,76,False,40
10,77,False,40
10,78,False,40
10,79,False,40
10,80,False,40
10,81,False,40
10,82,False,40
10,83,False,40
10,84,False,40
10,85,False,40
10,86,False,60
10,87,False,40
10,88,False,30
10,89,False,30
10,90,False,40
10,91,False,40
10,92,False,40
10,93,False,40
10,94,False,40
10,95,False,60
10,96,False,40
10,97,False,35
10,98,False,40
10,99,False,30
10,100,False,40
11,0,False,40
11,1,False,40
11,2,False,60
11,3,False,40
11,4,False,40
11,5,False,40
11,6,False,40
11,7,False,24
11,8,False,60
11,9,False,40
11,10,False,40
11,11,False,40
11,12,False,40
11,13,False,40
11,14,False,40
11,15,False,40
11,16,False,40
11,17,False,40
11,18,False,36
11,19,False,40
11,20,False,40
11,21,False,40
11,22,False,40
11,23,False,40
11,24,False,40
11,25,False,40
11,26,False,40
11,27,False,40
11,28,False,40
11,29,False,40
11,30,False,40
11,31,False,36
11,32,False,39
11,33,False,40
11,34,False,40
11,35,False,40
11,36,False,40
11,37,False,40
11,38,False,40
11,39,False,38
11,40,False,40
11,41,False,40
11,42,False,30
11,43,False,40
11,44,False,40
11,45,False,40
11,46,False,35
11,47,False,60
11,48,False,40
11,49,False,40
11,50,False,35
11,51,False,40
11,52,False,40
11,53,False,40
11,54,False,36
11,55,False,34
11,56,False,60
11,57,False,40
11,58,False,40
11,59,False,34
11,60,False,40
11,61,False,79
11,62,False,40
11,63,False,40
11,64,False,40
11,65,False,36
11,66,False,40
11,67,False,36
11,68,False,40
11,69,False,60
11,70,False,36
11,71,False,40
11,72,False,40
11,73,False,40
11,74,False,40
11,75,False,40
11,76,False,40
11,77,False,40
11,78,False,40
11,79,False,39
11,80,False,55
11,81,False,40
11,82,False,40
11,83,False,40
11,84,False,20
11,85,False,40
11,86,False,40
11,87,False,40
11,88,False,40
11,89,False,40
11,90,False,40
11,91,False,40
11,92,False,40
11,93,False,60
11,94,False,36
11,95,False,40
11,96,False,40
11,97,False,60
11,98,False,40
11,99,False,40
11,100,False,39
12,0,False,40
12,1,False,40
12,2,False,40
12,3,False,40
12,4,False,40
12,5,False,40
12,6,False,40
12,7,False,60
12,8,False,40
12,9,False,40
12,10,False,40
12,11,False,40
12,12,False,60
12,13,False,40
12,14,False,60
12,15,False,40
12,16,False,40
12,17,False,40
12,18,False,38
12,19,False,60
12,20,False,24
12,21,False,60
12,22,False,40
12,23,False,40
12,24,False,62
12,25,False,60
12,26,False,36
12,27,False,40
12,28,False,40
12,29,False,60
12,30,False,40
12,31,False,40
12,32,False,40
12,33,False,30
12,34,False,25
12,35,False,40
12,36,False,40
12,37,False,60
12,38,False,40
12,39,False,40
12,40,False,60
12,41,False,40
12,42,False,40
12,43,False,36
12,44,False,36
12,45,False,40
12,46,False,60
12,47,False,40
12,48,False,40
12,49,False,40
12,50,False,40
12,51,False,60
12,52,False,30
12,53,False,38
12,54,False,40
12,55,False,27
12,56,False,39
12,57,False,35
12,58,False,22
12,59,False,40
12,60,False,20
12,61,False,40
12,62,False,40
12,63,False,40
12,64,False,40
12,65,False,40
12,66,False,24
12,67,False,40
12,68,False,40
12,69,False,36
12,70,False,20
12,71,False,40
12,72,False,40
12,73,False,60
12,74,False,40
12,75,False,20
12,76,False,40
12,77,False,40
12,78,False,30
12,79,False,40
12,80,False,40
12,81,False,20
12,82,False,40
12,83,False,44
12,84,False,76
12,85,False,40
12,86,False,60
12,87,False,26
12,88,False,40
12,89,False,62
12,90,False,40
12,91,False,40
12,92,False,30
12,93,False,40
12,94,False,40
12,95,False,60
12,96,False,60
12,97,False,40
12,98,False,40
12,99,False,40
12,100,False,44
13,0,False,40
13,1,False,40
13,2,False,40
13,3,False,40
13,4,False,34
13,5,False,40
13,6,False,40
13,7,False,60
13,8,False,40
13,9,False,40
13,10,False,40
13,11,False,40
13,12,False,40
13,13,False,40
13,14,False,24
13,15,False,60
13,16,False,40
13,17,False,40
13,18,False,40
13,19,False,40
13,20,False,40
13,21,False,40
13,22,False,40
13,23,False,40
13,24,False,40
13,25,False,40
13,26,False,40
13,27,False,40
13,28,False,40
13,29,False,40
13,30,False,40
13,31,False,40
13,32,False,40
13,33,False,40
13,34,False,40
13,35,False,40
13,36,False,40
13,37,False,40
13,38,False,40
13,39,False,40
13,40,False,40
13,41,False,40
13,42,False,40
13,43,False,40
13,44,False,40
13,45,False,34
13,46,False,35
13,47,False,40
13,48,False,40
13,49,False,40
13,50,False,20
13,51,False,40
13,52,False,40
13,53,False,26
13,54,False,36
13,55,False,40
13,56,False,40
13,57,False,40
13,58,False,40
13,59,False,40
13,60,False,40
13,61,False,40
13,62,False,40
13,63,False,40
13,64,False,40
13,65,False,40
13,66,False,40
13,67,False,40
13,68,False,40
13,69,False,40
13,70,False,60
13,71,False,40
13,72,False,40
13,73,False,40
13,74,False,40
13,75,False,40
13,76,False,40
13,77,False,40
13,78,False,40
13,79,False,40
13,80,False,40
13,81,False,40
13,82,False,40
13,83,False,30
13,84,False,40
13,85,False,40
13,86,False,40
13,87,False,35
13,88,False,40
13,89,False,40
13,90,False,40
13,91,False,40
13,92,False,40
13,93,False,40
13,94,False,40
13,95,False,40
13,96,False,65
13,97,False,22
13,98,False,40
13,99,False,40
13,100,False,40
14,0,False,40
14,1,False,36
14,2,False,36
14,3,False,40
14,4,False,40
14,5,False,60
14,6,False,40
14,7,False,40
14,8,False,40
14,9,False,40
14,10,False,40
14,11,False,30
14,12,False,36
14,13,False,36
14,14,False,40
14,15,False,37
14,16,False,40
14,17,False,36
14,18,False,40
14,19,False,40
14,20,False,40
14,21,False,40
14,22,False,40
14,23,False,40
14,24,False,40
14,25,False,40
14,26,False,40
14,27,False,36
14,28,False,40
14,29,False,30
14,30,False,40
14,31,False,40
14,32,False,40
14,33,False,40
14,34,False,60
14,35,False,60
14,36,False,66
14,37,False,40
14,38,False,40
14,39,False,40
14,40,False,40
14,41,False,40
14,42,False,30
14,43,False,40
14,44,False,60
14,45,False,40
14,46,False,40
14,47,False,40
14,48,False,40
14,49,False,40
14,50,False,36
14,51,False,40
14,52,False,40
14,53,False,60
14,54,False,40
14,55,False,40
14,56,False,40
14,57,False,40
14,58,False,40
14,59,False,40
14,60,False,40
14,61,False,60
14,62,False,40
14,63,False,40
14,64,False,40
14,65,False,30
14,66,False,40
14,67,False,38
14,68,False,40
14,69,False,40
14,70,False,40
14,71,False,40
14,72,False,40
14,73,False,60
14,74,False,40
14,75,False,40
14,76,False,40
14,77,False,40
14,78,False,40
14,79,False,40
14,80,False,40
14,81,False,40
14,82,False,40
14,83,False,30
14,84,False,36
14,85,False,36
14,86,False,36
14,87,False,40
14,88,False,36
14,89,False,40
14,90,False,40
14,91,False,36
14,92,False,40
14,93,False,36
14,94,False,40
14,95,False,40
14,96,False,40
14,97,False,36
14,98,False,40
14,99,False,36
14,100,False,40
15,0,False,40
15,1,False,40
15,2,False,40
15,3,False,40
15,4,False,40
15,5,False,40
15,6,False,40
15,7,False,40
15,8,False,40
15,9,False,40
15,10,False,40
15,11,False,60
15,12,False,40
15,13,False,40
15,14,False,40
15,15,False,40
15,16,False,40
15,17,False,30
15,18,False,40
15,19,False,40
15,20,False,40
15,21,False,35
15,22,False,60
15,23,False,40
15,24,False,30
15,25,False,40
15,26,False,40
15,27,False,60
15,28,False,30
15,29,False,40
15,30,False,40
15,31,False,40
15,32,False,58
15,33,False,40
15,34,False,40
15,35,False,40
15,36,False,35
15,37,False,40
15,38,False,40
15,39,False,40
15,40,False,60
15,41,False,40
15,42,False,40
15,43,False,40
15,44,False,60
15,45,False,40
15,46,False,40
15,47,False,40
15,48,False,60
15,49,False,40
15,50,False,40
15,51,False,60
15,52,False,40
15,53,False,35
15,54,False,40
15,55,False,40
15,56,False,40
15,57,False,36
15,58,False,40
15,59,False,40
15,60,False,40
15,61,False,40
15,62,False,40
15,63,False,40
15,64,False,40
15,65,False,60
15,66,False,40
15,67,False,40
15,68,False,40
15,69,False,30
15,70,False,40
15,71,False,60
15,72,False,20
15,73,False,40
15,74,False,40
15,75,False,40
15,76,False,60
15,77,False,40
15,78,False,40
15,79,False,40
15,80,False,40
15,81,False,40
15,82,False,60
15,83,False,40
15,84,False,40
15,85,False,40
15,86,False,44
15,87,False,40
15,88,False,40
15,89,False,40
15,90,False,40
15,91,False,40
15,92,False,40
15,93,False,40
15,94,False,30
15,95,False,40
15,96,False,40
15,97,False,60
15,98,False,40
15,99,False,30
15,100,False,40
16,0,False,20
16,1,False,40
16,2,False,40
16,3,False,40
16,4,False,40
16,5,False,36
16,6,False,36
16,7,False,36
16,8,False,40
16,9,False,40
16,10,False,40
16,11,False,40
16,12,False,60
16,13,False,36
16,14,False,40
16,15,False,36
16,16,False,40
16,17,False,40
16,18,False,40
16,19,False,40
16,20,False,36
16,21,False,20
16,22,False,40
16,23,False,40
16,24,False,36
16,25,False,40
16,26,False,40
16,27,False,60
16,28,False,34
16,29,False,40
16,30,False,40
16,31,False,60
16,32,False,40
16,33,False,40
16,34,False,40
16,35,False,36
16,36,False,40
16,37,False,40
16,38,False,40
16,39,False,40
16,40,False,60
16,41,False,40
16,42,False,40
16,43,False,40
16,44,False,40
16,45,False,60
16,46,False,40
16,47,False,30
16,48,False,40
16,49,False,64
16,50,False,40
16,51,False,40
16,52,False,40
16,53,False,40
16,54,False,40
16,55,False,40
16,56,False,40
16,57,False,60
16,58,False,60
16,59,False,40
16,60,False,40
16,61,False,40
16,62,False,45
16,63,False,40
16,64,False,40
16,65,False,40
16,66,False,36
16,67,False,36
16,68,False,40
16,69,False,60
16,70,False,60
16,71,False,60
16,72,False,40
16,73,False,40
16,74,False,60
16,75,False,40
16,76,False,36
16,77,False,40
16,78,False,40
16,79,False,28
16,80,False,40
16,81,False,36
16,82,False,34
16,83,False,60
16,84,False,36
16,85,False,60
16,86,False,36
16,87,False,60
16,88,False,40
16,89,False,40
16,90,False,36
16,91,False,36
16,92,False,40
16,93,False,60
16,94,False,28
16,95,False,60
16,96,False,40
16,97,False,40
16,98,False,36
16,99,False,40
16,100,False,40
17,0,False,40
17,1,False,60
17,2,False,40
17,3,False,40
17,4,False,40
17,5,False,40
17,6,False,24
17,7,False,40
17,8,False,40
17,9,False,60
17,10,False,40
17,11,False,30
17,12,False,40
17,13,False,40
17,14,False,28
17,15,False,60
17,16,False,40
17,17,False,40
17,18,False,40
17,19,False,40
17,20,False,40
17,21,False,40
17,22,False,20
17,23,False,30
